title,handle,street,suburb,city,province,country,zip,phone,website,instagram_handle,tags,group,place_id,lat,long
Moore Wilson's Wellington,moore-wilsons-wellington,24 College Street,Wellington,Wellington,,NZ,6011,384 9906,http://www.moorewilsons.co.nz/,moorewilsons,"cafe,stockist",New Zealand,ChIJQ80MTNqvOG0R7pRqmIy6YLI,-41.295909,174.780179
Mottletop,mottletop,Shop 1293 - 297 Great South Road,Auckland,Auckland,,NZ,6011,09 296 6941,https://www.facebook.com/mottletop/,,"cafe,stockist",New Zealand,EkJTaG9wIDEyOTMvMjk3IEdyZWF0IFNvdXRoIFJkLCBQYXBha3VyYSwgQXVja2xhbmQgMjExMCwgTmV3IFplYWxhbmQiJRojChYKFAoSCU2lZ2rUrHJtEefBPHgL_-QqEglTaG9wIDEyOTM,-37.0653355,174.943839
Muirs Bookshop and Cafe,muirs-bookshop-and-cafe,62 Gladstone Road,Gisbourne,Gisbourne,,NZ,5010,06 867 9742,https://www.muirsbookshop.co.nz/,,stockist,New Zealand,ChIJ0yUKHTp4Zm0Ru3ydw220UeA,-38.6670371,178.0264315
New York Grill,new-york-grill,Westfield Mall,Newmarket,Auckland,,NZ,,09 215 8971,https://www.newyorkgrill.co.nz/,https://www.instagram.com/newyorkgrillnz,cafe,New Zealand,ChIJV_r0HKdJDW0R4bCUtAJCIbY,-36.871799,174.776427
Oaken,oaken,538a Great King Street,Dunedin,Dunedin,,NZ,5010,03 2607053,https://oaken-cafe.business.site/,oakenotepoti,cafe,New Zealand,ChIJIf7VhW-sLqgRej_1nxD9fkE,-45.8632811,170.5112005
Olaf's Artisan Bakery &amp; Cafe,olaf-s-artisan-bakery-cafe,1 Stokes Road,Auckland,Auckland,,NZ,5010,09 638 7593,http://olafs.co.nz/,olafsartisanbakeryandcafe?hl=en,"cafe,stockist",New Zealand,ChIJo_59U81HDW0RNjBPIxM4INA,-36.8817575,174.7625667
On Site Coffee,on-site-coffee,64C Miro St,Taupo,Taupo,,NZ,5010,022 343 2944,https://www.facebook.com/onsitecoffeetaupo/,,cafe,New Zealand,ChIJ8bSegBL6a20RYyqQY8kBrBY,-38.6871183,176.1053702
Onehunga Cafe,onehunga-cafe,259 Onehunga Mall,Auckland,Auckland,,NZ,5010,09 636 0371,http://www.onehungacafe.co.nz/,onehungacafe?hl=en,cafe,New Zealand,ChIJa5DgI7JIDW0RRqO4R6FJqAE,-36.9208505,174.7852976
Orphans Kitchen,orphans-kitchen,118 Ponsonby Road,Auckland,Auckland,,NZ,5010,09 378 7979,http://orphanskitchen.co.nz/,orphanskitchen?hl=en,"cafe,stockist",New Zealand,ChIJ2ZQM05VHDW0RY1aAhR3IP7Q,-36.8572814,174.7476397
Ostro Brasserie &amp; Bar,ostro-brasserie-bar,"Level 2 Seafarers Building, 52 Tyler Street",Auckland,Auckland,,NZ,5010,09 302 9888,http://seafarers.co.nz/,,cafe,New Zealand,ChIJaXZopP5HDW0Rk-V_XtMbHOU,-36.8443658,174.769958
Pandoro - Allen Street,pandoro-allen-street,2 Allen Street,Wellington,Wellington,,NZ,5010,04 385 4478,http://www.pandorowellington.co.nz/,pandorowellington,cafe,New Zealand,ChIJy7UKe9atOG0RML0snByEXK4,-41.2926461,174.782447
Pandoro - Willis St,pandoro-willis-st,89 Willis St,Wellington,Wellington,,NZ,5010,04 473 42 30,http://www.pandoro.co.nz/,pandorowellington,cafe,New Zealand,ChIJpU--btavOG0R7Z-_JxWnX4o,-41.2888334,174.7751219
Pandoro - Woodward St,pandoro-woodward-st,14 Woodward Street,Wellington,Wellington,,NZ,5010,04 472 5223,http://www.pandoro.co.nz/,pandorowellington,cafe,New Zealand,ChIJafFjxCquOG0RPaLwyzh6UZM,-41.2819938,174.7751094
Pastrami &amp; Rye,pastrami-rye,112 Main Highway,Auckland,Auckland,,NZ,5010,09 579 1562,https://pastramiandrye.mobi2go.com/,pastramirye,cafe,New Zealand,ChIJASKoYeRIDW0R72eZLtl9DQ4,-36.8975395,174.808756
Punnet Eatery,punnet-eatery,337 Newell Road,Tamahere,,,,3283,07 838 1901,https://punnet.co.nz/,https://www.instagram.com/punneteatery,cafe,New Zealand,ChIJxbe2TpoebW0RWLE_6P_3NEw,-37.830023,175.347161
Piccolo Morso,piccolo-morso,573a Devon Street East,New Plymouth,New Plymouth,,NZ,5010,06 759 1400,http://www.facebook.com/piccolomorsonewplymouth,piccolomorsofitzroy,"cafe,stockist",New Zealand,ChIJmVGQDNVRFG0Rnl8qN9Os6fI,-39.0493066,174.1027257
Picnic,picnic,"Begonia House, Rose Garden 101 Glenmore St,",Wellington,Wellington,,NZ,5010,04 472 6002,https://picniccafe.co.nz/,,cafe,New Zealand,ChIJt1i6edOxOG0RZ1VBVzgwS6A,-41.2823079,174.7674514
Posh Porridge,posh-porridge,388 Montreal Street,Christchurch Central,Christchurch,,NZ,8013,021 186 7449,https://www.facebook.com/Poshporridge/,poshporridge_nz,cafe,New Zealand,ChIJUTvdbfGKMW0RLmN8v2DtKQs,-43.523559,172.631193
Puff,puff,17-19 Cammish Lane,Tamariki Plaza,Orewa,,NZ,931,09 421 0060,https://www.facebook.com/puff.orewa/,Follow,"cafe,stockist",New Zealand,ChIJz2NRAwYkDW0ROWfIPIAjVaM,-36.588224,174.694684
Qubed,qubed,1 Hamill Road,Christchurch,Christchurch,,NZ,5010,03 322 6038,https://www.facebook.com/QubedCoffeeLounge/,,cafe,New Zealand,ChIJXYCBdpAfMm0RNscWsJWuLQU,-43.5781172,172.547011
Ravish - Kiosk,ravish-kiosk,726 Matakana Road RD 5,Matakana,Matakana,,NZ,5010,021 0247 9396,https://www.ravish-hq.com/kiosk,ravish_hq,cafe,New Zealand,ChIJ1XFqaprbDG0RqMJln2eI09U,-36.3728297,174.7038541
Red Kitchen - Te Awamutu,red-kitchen-te-awamutu,51 Mahoe Street,Te Awamutu,Te Awamutu,,NZ,5010,07 871 8715,http://redkitchen.co.nz/,,"cafe,stockist",New Zealand,ChIJIwykGPfmbG0RB1s7_2KS4SI,-38.0089915,175.3262154
Remedy Paraparaumu - Drive Thru,remedy-paraparaumu-drive-thru,109 Rimu Road,Paraparaumu,Paraparaumu,,NZ,5010,021 553 260,http://theremedy.coffee/,theremedyespressobar,cafe,New Zealand,ChIJS2H-qW2hQG0RaxWOgnR6wkU,-40.9192069,174.9991296
Remedy Espresso - Raumati,remedy-espresso-raumati,21A Raumati Road,Raumati,Raumati,,NZ,5010,021 252 7376,http://theremedy.coffee/,theremedyespressobar,cafe,New Zealand,ChIJydLokiehQG0Rg4cYbV6pBls,-40.9189905,174.982523
Ruby Red,ruby-red,30 Coronation Road,Mangere Bridge,Auckland,,NZ,,,,,cafe,New Zealand,ChIJNw1meURPDW0RsB3UJ4cGJV4,-36.94141,174.787167
Coffee At Ians,coffee-at-ians,Tunapo Road,Paekakariki,,,NZ,5034,,,,cafe,New Zealand,EipUdW5hcG8gUm9hZCwgUGFla2FrYXJpa2kgNTAzNCwgTmV3IFplYWxhbmQiLiosChQKEgk1GlGzkqdAbRGma6hWZF1XUBIUChIJWyE7L6imQG0RAPOiQ2HvAAU,-40.989179,174.952142
River Cottage Cafe,river-cottage-cafe,3 State Highway 1,Otaki,Otaki,,NZ,5010,06 364 6359,,river_cottage_cafe,cafe,New Zealand,ChIJG7D4WdaQQG0RX3g6q9NTRbg,-40.7688593,175.1455986
Rainbow Springs,rainbow-springs,192 Fairy Springs Road,Fairy Springs,Rotarua,,NZ,3015,,,,cafe,New Zealand,ChIJVxmRCLYnbG0Rk0x2VBfgRMY,-38.108794,176.221444
Rutland Arms Inn,rutland-arms-inn,48 - 52 Ridgway Street,Whanganui,Whanganui,,NZ,5010,06 347 7677,http://www.rutlandarms.co.nz/,,cafe,New Zealand,ChIJ4eHqtrwDQG0RRn7aNWj-raM,-39.9336952,175.0539274
Seabreeze,seabreeze,184 Garnet Road,Auckland,Auckland,,NZ,5010,N/A,,seabreeze.cafe,"cafe,stockist",New Zealand,ChIJI4vOOmxHDW0RgyiviRmFzck,-36.85383,174.7177303
Seven Cafe,seven-cafe,7 Hansons Lane,Christchurch,Christchurch,,NZ,5010,03 348 1886,http://www.sevencafe.co.nz/,seven_cafe7,cafe,New Zealand,ChIJa4h6N7iKMW0RdMnxdWsrxJk,-43.5324763,172.5741411
Shawtyâ€™s Cafe,shawty-s-cafe,4A Market Place,Twizel,Twizel,,NZ,5010,03 435 3155,http://www.shawtys.co.nz/,shawtyscafe,cafe,New Zealand,ChIJu1AV9h3gKm0RLtvsWm2c8F8,-44.2569476,170.0980521
Sherwood,sherwood,554 Frankton Road,Queenstown,Queenstown,,NZ,5010,03 450 1090 (2),http://sherwoodqueenstown.nz/,sherwood_queenstown,cafe,New Zealand,ChIJTZ5A_-Yd1akRW_1-6Xe9wEA,-45.023726,168.6972685
Siglo,siglo,28 Courtenay Place,Wellington,Wellington,,NZ,5010,04 801 6100,https://www.facebook.com/siglobarkitchen/,,cafe,New Zealand,ChIJsXaCmNqvOG0ReZ1IZ_uuDvw,-41.2935717,174.7825837
Simply Food at Otago School of Medicine,simply-food-at-otago-school-of-medicine,"Level D, 23a Mein St, Wellington Hospital",Newtown,Wellington,,NZ,5010,04 918 5253,https://www.simplyfood.co.nz/,,cafe,New Zealand,ChIJk3XKV-SvOG0R669taEPuYjQ,-41.309702,174.781004
Sipriana Cafe,sipriana-cafe,"Level 1, 31 - 35 Thorndon Quay",Wellington,Wellington,,NZ,5010,04 894 3201,https://www.facebook.com/SiprianaCafe/,,cafe,New Zealand,ChIJ23B8SS6uOG0RFv94VxQxVvI,-41.2765839,174.7808303
Spongedrop,spongedrop,10 Salisbury Avenue,Tauranga,Tauranga,,NZ,5010,07 572 0059,http://www.spongedrop.co.nz/,http:www.spongedrop.co.nz,"cafe,stockist",New Zealand,ChIJCYhaY5jebW0RREucU3U1nvo,-37.6402474,176.1830926
Spruce Goose,spruce-goose,30 Cochrane Street,Wellington,Wellington,,NZ,5010, 04-387 2277,http://www.sprucegoose.net.nz/,,cafe,New Zealand,ChIJ7fuZSGOlOG0R9G1BDhaF3mc,-41.3283287,174.8036391
Sugar Juice Cafe,sugar-juice-cafe,42-44 Tasman Street,Opunake,Opunake,,NZ,5010,06 761 7062,https://www.facebook.com/profile.php?id=100005997619014,,cafe,New Zealand,ChIJAwNQdpvBFW0R8QOtrkP9ACU,-39.454761,173.860404
Sweet Mothers Kitchen,sweet-mothers-kitchen,5 Courtenay Place,Wellington,Wellington,,NZ,5010,04 385 4444,http://www.sweetmotherskitchen.co.nz/,sweetmotherskitchen,cafe,New Zealand,ChIJXZM8t9qvOG0RoLewc978nnE,-41.2942663,174.7832352
Tees St,tees-st,1 Tees Street,Oamaru,Oamaru,,NZ,5010,03 434 5696,http://www.teesst.com/,tees_st,"cafe,stockist",New Zealand,ChIJPwn03M-ZKagRZIQ8THdgjF8,-45.1023305,170.9687438
Hello Pickle,hello-pickle,210 Bank St,Whangarei,,,NZ,112,0210 479 933,https://hellopickle.co.nz/,helloopickle_,cafe,New Zealand,ChIJF8_GRqd_C20RU_iZEJimiDc,-35.715553,174.323281
Black Olive,black-olive,308 Kerikeri Road,Kerikeri,Northland,,NZ,230,09-407 9693,http://www.theblackolive.net/,,cafe,New Zealand,ChIJDYODq_G3C20Rk_qNEobughU,-35.230562,173.945799
Superbowl,superbowl,132 Kerikeri Road,Kerikeri,Northland,,NZ,,,,,cafe,New Zealand,ChIJ6zmooOy3C20R2-AeopSSgD4,-35.223195,173.952382
The Beach House Kaikoura,the-beach-house-kaikoura,39 Beach Road,Kaikoura,Kaikoura,,NZ,5010,03 319 6035,https://m.facebook.com/pages/category/Coffee-Shop/Beach-House-Cafe-Kaikoura-162210030573439/,,cafe,New Zealand,ChIJzcfTyApWN20R2cDZNCJy7U0,-42.3960664,173.6790381
The Bean,the-bean,44 Broadway,Auckland,Auckland,,NZ,5010,09 529 1971,,,"cafe,stockist",New Zealand,ChIJpdg1knNIDW0Rn_lR5QZqMX4,-36.8650095,174.7793564
The Coffee Box - High Street,the-coffee-box-high-street,434 High St,Lower Hutt,Lower Hutt,,NZ,5010,021 0220 5160,http://www.thecoffeebox.co.nz/,thecoffeebox_,"cafe,stockist",New Zealand,ChIJd_NQC_eqOG0Rtsn9--1_wyI,-41.2059622,174.9106144
The Coffee Box - Moera,the-coffee-box-moera,Randwick Road,Lower Hutt,Lower Hutt,,NZ,5010,029 978 4647,http://www.thecoffeebox.co.nz/,thecoffeebox_,"cafe,stockist",New Zealand,ChIJSWB_ijaqOG0ReZaK2SXgV28,-41.2280153,174.9052822
The Cove,the-cove,910 Cove Road,Waipu,Waipu,,NZ,5010,09 432 0234,http://www.thecovecafe.co.nz/,thecovewaipu?hl=en,cafe,New Zealand,ChIJvd3zTkeRDG0RpaBamXmFSIg,-36.0298777,174.5069165
The Cure,the-cure,108 Tukapa Street,New Plymouth,New Plymouth,,NZ,5010,06 753 0190,http://www.thecure.co.nz/,,"cafe,stockist",New Zealand,ChIJHz-3L4hOFG0ROKF-fww3U_g,-39.0739794,174.0584675
The Dune,the-dune,40 Moir Street,Mangawhai,Mangawhai,,NZ,5010,09 431 5695,https://dunemangawhai.co.nz/,thedunemangawhai,cafe,New Zealand,ChIJS5KomDuVDG0RX8_VnbNSEdc,-36.1257236,174.5752581
The Front Room,the-front-room,42 Tutere Street,Waikanae,Waikanae,,NZ,5010,04 905 4142,,,"cafe,stockist",New Zealand,ChIJn9uzVh2iQG0RbJKmPEaULEs,-40.86206,175.0236524
The Larder,the-larder,133 Darlington Road,Wellington,Wellington,,NZ,5010,04 891 0354,https://www.thelarder.co.nz/,,cafe,New Zealand,ChIJ1ZdPYW2vOG0RJaI2uvifoAs,-41.3066961,174.8257898
The Red Beret,the-red-beret,145 High Street,Motueka,Motueka,,NZ,5010,03 528 0087,,,cafe,New Zealand,ChIJoXoNDt-GO20RATlBCNFIXAM,-41.1108245,173.011381
The Salty Pidgin,the-salty-pidgin,5 Todman Street,Wellington,Wellington,,NZ,5010,04 385 9137,http://www.saltypidgin.com/,saltypidgin,cafe,New Zealand,ChIJKeti1xmwOG0RItccEfRrLzI,-41.3056534,174.7630849
The Wellington Chocolate Factory,the-wellington-chocolate-factory,5 Eva Street,Wellington,Wellington,,NZ,5010,04-385 7555,https://www.wcf.co.nz/,wellingtonchocolatefactory,cafe,New Zealand,ChIJy4pWytevOG0RqiwkpwOSPwo,-41.2925755,174.7773271
Thunderbird,thunderbird,154 Featherston Street,Wellington,Wellington,,NZ,5010,04 499 1966,http://www.thunderbirdcafe.co.nz/,thunderbirdcafenz,cafe,New Zealand,ChIJb632z9SvOG0R7edfJtXquec,-41.2835619,174.7766538
Tower Bakers,tower-bakers,54 Waimarie Street,Auckland,Auckland,,NZ,5010,09 575 2843,,,"cafe,stockist",New Zealand,ChIJtTGFPA9KDW0Rb52RSkgkApE,-36.8498894,174.8690525
Trax,trax,1 Bunny Street,Wellington,Wellington,,NZ,5010,04 499 2466,,,cafe,New Zealand,ChIJoUXdXSyuOG0RlqZNk4UEeT0,-41.278604,174.780194
Tuam St Kitchen,tuam-st-kitchen,28 Tuam Street,Christchurch Central,Christchurch,,NZ,8011,03-261 6255,https://www.tuamstkitchen.co.nz/,tuamstkitchen,cafe,New Zealand,ChIJhXhcghGLMW0RT43fNYjnw9g,-43.535209,172.62875
Twenty Three,twenty-three,23 Mt Eden Road,Auckland,Auckland,,NZ,5010,09 354 4505,http://www.twentythree.co.nz/,,"cafe,stockist",New Zealand,ChIJ_zW2YsNHDW0R6wrQ_uNObUs,-36.8656368,174.7608964
Two Grey,two-grey,"Panama Street, Loading dockway",Wellington,Wellington,,NZ,5010,04 495 7840,https://www.twogrey.co.nz/,twogrey_,cafe,New Zealand,ChIJEQ1k3NSvOG0R3myViPUZqTY,-41.2840037,174.776321
Verve Cafe,verve-cafe,Capital On The Quay250 Lambton Quay,Wellington,Wellington,,NZ,5010,04 471 1182,,,cafe,New Zealand,ChIJm5GErNWvOG0RN82dvOuvH2I,-41.2833809,174.7754156
Vicbooks - Kelburn,vicbooks-kelburn,"Easterfield Building, Gate 4 1 Kelburn Parade",Wellington,Wellington,,NZ,5010,04 280 6205,http://www.vicbooks.co.nz/,vicbooksandcafe,"cafe,stockist",New Zealand,ChIJu11XUimwOG0RKgGzQ6k_Gg4,-41.2892024,174.7681528
Vicbooks - Kiosk,vicbooks-kiosk,"Easterfield Building, Gate 4 1 Kelburn Parade",Wellington,Wellington,,NZ,5010,04 280 6205,http://www.vicbooks.co.nz/,vicbooksandcafe,"cafe,stockist",New Zealand,ChIJu11XUimwOG0RKgGzQ6k_Gg4,-41.2892024,174.7681528
Vicbooks - Pipitea,vicbooks-pipitea,"27 Lambton Quay Ground Floor, Rutherford House",Wellington,Wellington,,NZ,5010,04 280 6212,http://www.vicbooks.co.nz/,vicbooksandcafe,"cafe,stockist",New Zealand,ChIJxbHECSyuOG0RscyrH5FnDI8,-41.278554,174.7788991
Vines Village Cafe,vines-village-cafe,193 Rapaura Road,Blenheim,Blenheim,,NZ,5010,03-579 5424,http://www.thevinesvillage.co.nz/,vinesvillagecafe,cafe,New Zealand,ChIJ4TKKT3ppOW0RHI40K7tqUpg,-41.4833266,173.840089
The Island Grocer Waiheke,the-island-grocer-waiheke,110 Oceanview Road,Waiheke,Waiheke,,NZ,5010,09 372 8866,http://www.theislandgrocer.co.nz/,theislandgrocer,"cafe,stockist",New Zealand,ChIJtw-feunLcm0Ry6LxeZh2UT8,-36.7818628,175.0083901
Waiomu Beach Cafe,waiomu-beach-cafe,622A Thames Coast Road,Waiomu,Waiomu,,NZ,5010,07 868 2554,,waiomubeachcafe,cafe,New Zealand,ChIJt6RaDXuPcm0R6lqEqmrTRf0,-37.0277209,175.5171538
Welcome Eatery,welcome-eatery,181 Grafton Road,Auckland,Auckland,,NZ,5010,09 974 1042,http://welcomeeatery.co.nz/,welcomeeatery,"cafe,stockist",New Zealand,ChIJ5acLwdxHDW0RNbNYqJ9Y76A,-36.864019,174.7640687
Workman's,workman-s,52 Broadway,Matamata,Matamata,,NZ,5010,07 888 5498,http://workmans.co.nz/,workmanscafebar,cafe,New Zealand,ChIJVUi3bPuxbW0R9vYR5N-DZLM,-37.8091699,175.7730366
Zippy Central Cafe,zippy-central-cafe,1152 Pukuatua Street,Rotorua,Rotorua,,NZ,5010,07 348 8288,https://fb.com/ZippyCentralCafe/,zippy_central_cafe,"cafe,stockist",New Zealand,ChIJDTYrEnwnbG0RLjwsEvHPoF4,-38.1370034,176.2521272
GoodFor Wholefoods Ponsonby,goodfor-wholefoods-ponsonby,2 Williamson Ave,Auckland,Auckland,,NZ,6011,0800 466 3367,http://www.goodfor.co.nz/,goodforstore,stockist,New Zealand,ChIJ-cstu5VHDW0RLyC8dAUMKLA,-36.8581483,174.7491231
Omaha Beach Cafe,omaha-beach-cafe,"Unit 1, 1 Matariki Street",Omaha,Omaha,,NZ,5010,09 422 9931,,,"cafe,stockist",New Zealand,,-36.3301625,174.7748175
Light House Pauatahanui,light-house-pauatahanui,3 Paekakariki Hill Road,Pauatahanui,Pauatahanui,,NZ,,04 234 6770,http://www.lighthousecinema.co.nz/,,cafe,New Zealand,ChIJR_fpAMFVP20Rl3Yl4tKFVv0,-41.106007,174.916589
Stanley's Cafe,stanley-s-cafe,58 East Coast Road,Auckland,Auckland,,NZ,5010,09 410 4104,http://www.facebook.com/stanleyscafe/,,"cafe,stockist",New Zealand,ChIJc8mhse45DW0R1B6xFkiDZb0,-36.7686237,174.7583269
The Quay,the-quay,31 QuaysideTown Basin,Whangarei,Whangarei,,NZ,5010,09 430 2628,http://www.thequaykitchen.co.nz/,the_quaykitchen,cafe,New Zealand,ChIJVSWxB-9-C20RGKtAWzUPHCw,-35.7246603,174.3265354
Tin Man,tin-man,6 Briody Terrace,Auckland,Auckland,,NZ,5010,021 244 4411,,,cafe,New Zealand,ChIJs0EIKJ5JDW0RbThudkO3SQw,-36.8852356,174.8392349
Whare Waka,whare-waka,25 Tau Henare Drive,Waitangi,,,NZ,293,09-402 7437,https://www.waitangi.org.nz/discover-waitangi/whare-waka-cafe/,,cafe,New Zealand,ChIJN5bgCcC6C20RTMpKT7-YXoI,-35.264883,174.085684
Winona Forever,winona-forever,100 Parnell Road,Auckland,Auckland,,NZ,5010,09 974 2796,http://winonaforever.co.nz/,winonaforevercafe,"cafe,stockist",New Zealand,ChIJ4wJKOw9IDW0RxGZ_talbaiY,-36.8526683,174.7788561
Love Rosie Bakery,love-rosie-bakery,50 Ninth Avenue,Tauranga,Tauranga,,NZ,,07 928 1112,http://www.facebook.com/LoveRosieBakery,loverosiebakery,"cafe,stockist",New Zealand,ChIJyxl5Os_bbW0RYhlx4_6bhOY,-37.6951865,176.1605659
The Factory Palmerston North,the-factory-palmerston-north,21 Dairy Farm Road,Palmerston North,Palmerston North,,NZ,5010,06 280 4130,https://www.thefactorynz.co.nz/,thefactorynz,cafe,New Zealand,ChIJlZ_cQKWyQW0R9XpAlkDk2m4,-40.3798765,175.6138075
No. 8 Restaurant and Bar,no-8-restaurant-and-bar,Shop 8,Whangarei,Whangarei,,NZ,5010,09 9718199,https://www.facebook.com/numbereightkitchen/,numbereightkitchen,cafe,New Zealand,ChIJGxlbXO5-C20RA3S8Ybag8Sw,-35.7299622,174.3272331
The Kimchi Project,the-kimchi-project,20 Lorne Street,Auckland,Auckland,,NZ,5010,09 302 4002,http://www.thekimchiproject.nz/,thekimchiproject,"cafe,stockist",New Zealand,ChIJ6b750-RHDW0RtihV6KdoTr8,-36.8502086,174.7657769
The Chop Shop,the-chop-shop,7 Arrow Lane,Arrowtown,Arrowtown,,NZ,5010,03 442 1116,https://www.facebook.com/thechopshopfoodmerchants/,thechopshopfoodmerchants,cafe,New Zealand,ChIJg1TZOX4Y1akRJAClBbkiKoI,-44.9388583,168.832287
Vogel St Kitchen,vogel-st-kitchen,76 Vogel St,Dunedin,Dunedin,,NZ,5010,03 477 3623 ,http://www.vogelstkitchen.nz/,vogel_st_kitchen,"cafe,stockist",New Zealand,ChIJY3Of3g-sLqgRDioqz9QWIuQ,-45.8796731,170.5029671
The Caffeine Bar,the-caffeine-bar,7/1086 Papamoa Beach Road,Papamoa,Papamoa,,NZ,5010,022 699 3810,,thecaffeinebar,"cafe,stockist",New Zealand,ChIJN1e0Wyl3bm0RWc9wi1qvEBo,-37.7138884,176.3321977
Hare and the Turtle,hare-and-the-turtle,"Shop 1, 63 New Windsor Road",Auckland,Auckland,,NZ,,027 378 0153,https://www.facebook.com/hareandtheturtle/,hareandtheturtle,"cafe,stockist",New Zealand,ChIJh1zuRL9GDW0Rr0F5an2IBvI,-36.9016915,174.7063022
Gipsy Kitchen Jessie St,gipsy-kitchen-jessie-st,37 Jessie St,Wellington,Wellington,,NZ,5040,04 21822115,https://m.facebook.com/Gipsy-Kitchen-166251323428395/,,cafe,New Zealand,ChIJNzNmy9uvOG0RdKMImj2sTfE,-41.2955288,174.779484
Fresh Collective Alberton,fresh-collective-alberton,1 Alberton Ave,Auckland,Auckland,,NZ,,09 849 4311,http://www.newworld.co.nz/,,cafe,New Zealand,ChIJXXqE__1GDW0R_Nv5eKZob2w,-36.8803878,174.7261907
Pickle and Pie,pickle-and-pie,2 Lombard Lane,Wellington,Wellington,,NZ,5010,04-979 6284,https://www.pickleandpie.co.nz/,pickleandpie_deli,cafe,New Zealand,ChIJHbFI-NavOG0R_VC0WTTN5A8,-41.2899288,174.7760648
Beam,beam,192 Kitchener Road,Auckland,Auckland,,NZ,6023,021 066 1258,,beamcafenz?hl=en,cafe,New Zealand,ChIJ64uPuuc5DW0RzQr1lAE0NF4,-36.7727013,174.7647207
Piccolo - Taupo,piccolo-taupo,41 Ruapehu Street,Taupo,Taupo,,NZ,5010,07 376 5759,http://www.taupocafe.co.nz/,,cafe,New Zealand,ChIJv26g8cDwa20R0FNjl-gm1as,-38.6886078,176.0720414
Ladybird,ladybird,Unit A 55 Montgomerie Road,Auckland,Auckland,,NZ,,09 275 2373,http://www.ladybirdnz.com/,ladybirdcafe,cafe,New Zealand,ChIJ2egjx49PDW0Ri8xtMggd8SY,-36.9810542,174.7826065
